A,B,C,D,E,F
0.1308,6.7901,11.2410,-2.0892,-0.4510,9.6056
11.5920,1.4968,-0.6591,-1.7111,9.4175,2.8172
-0.0820,3.1828,-0.2551,-1.1918,10.1940,11.5020
-0.1054,10.6530,9.5711,-0.3256,10.7360,4.1733
0.1952,9.8410,10.5690,10.3920,-0.7693,10.7940
10.9610,7.6202,1.0036,10.3640,10.2400,-2.1673
0.9048,11.4970,11.0150,0.5020,-2.7407,2.0310
10.9780,0.8185,6.8600,-2.9737,1.6257,6.9861
10.1630,9.2147,-2.0399,8.0889,11.5550,9.0636
1.1463,-1.6973,0.4930,9.6786,7.0532,-1.6565
10.4200,6.1180,9.9493,2.5524,-0.2824,3.2466
9.6874,10.9800,9.4081,2.2153,9.0152,12.2230
10.8140,1.0027,-1.2646,8.8130,6.9373,12.0380
12.6120,12.4340,2.4786,8.8370,0.9692,-1.9078
1.8508,8.6076,1.8655,11.0130,12.0640,11.6120
-1.5164,5.8040,10.4230,0.9236,-3.2430,1.3594
9.4444,-1.0460,12.6440,0.3311,11.0180,-0.5731
13.2100,0.3609,9.1769,-1.5554,9.4466,1.2658
10.7930,-3.0288,9.0395,-0.7233,-1.9071,8.6320
8.8267,-2.4961,10.9080,0.9780,0.6901,-2.0450
1.7532,-1.7165,11.5790,2.3217,-1.6599,-0.8671
-2.4619,11.5750,2.2138,0.6554,0.1423,9.3872
10.9000,-2.5887,10.6760,-1.8986,13.7330,-1.7798
12.9770,7.7778,11.2510,-0.4438,12.9030,9.9321
10.5730,2.9071,11.0950,-1.3133,8.7231,10.8270
9.9633,0.0335,10.0810,10.8540,9.0894,-0.3783
10.0080,10.2860,-0.5210,1.6278,-0.5129,-0.6522
-0.0110,0.0551,10.1730,0.4845,-0.3981,9.9859
10.9610,5.3807,0.7330,8.3657,-3.7263,10.6300
-1.0625,3.2592,11.5500,11.2450,-2.4478,9.9731
8.3297,10.1810,9.5850,8.8070,8.9899,1.1015
-4.3641,9.9556,1.1335,9.8903,10.6620,9.0098
0.1316,-2.3194,9.6216,11.5850,-1.4713,8.7869
-0.4442,-0.1874,-1.3091,9.9057,11.8550,7.6500
-1.3822,10.3710,-2.0064,0.7026,11.9620,9.1232
10.0300,0.9961,1.8904,0.2151,12.9520,1.8705
10.9300,1.5704,-0.9225,8.6159,-1.4404,7.0647
0.0545,9.5978,0.0449,14.4760,0.7245,-0.0818
-1.6974,-0.6061,-1.0424,10.0080,6.8805,8.7519
11.2440,9.6182,3.2707,1.1329,10.6810,10.6010
8.5061,-0.8089,10.3280,-2.1789,2.1847,11.8660
9.9451,-0.3771,-1.1166,10.9100,3.6249,-2.2030
-1.1491,8.1686,1.0256,10.8410,11.3110,-2.6305
-1.7212,8.2946,10.4590,11.0880,9.1660,0.1952
10.1150,12.2980,7.4897,0.0218,9.9431,7.5634
9.8123,0.5256,2.0971,0.0530,0.4575,0.8677
10.0900,9.5007,7.2351,9.6575,1.4540,10.5140
-0.7144,0.4950,10.1680,0.0465,9.9538,9.0054
1.4113,-0.9104,-2.2770,9.7852,-0.6821,0.9165
-0.0531,0.0251,11.5220,8.9057,-0.7531,0.6064
3.2776,10.3360,11.7930,9.8721,2.3618,-0.5086
10.7100,-0.5887,0.2201,-2.1407,12.0850,2.5447
-1.3659,-2.4029,10.6230,11.4950,2.9955,-1.3296
-0.8857,-2.0632,-1.2753,9.4774,11.7040,-0.3881
-2.5971,9.8008,9.8209,1.9773,-1.2771,-2.1485
-2.5669,10.6660,11.0820,0.9642,9.3249,8.9551
-4.7347,11.5110,-1.9879,0.2965,10.1100,12.0200
-1.5862,0.9010,2.6694,0.7931,0.1281,0.0740
-0.2831,2.0001,0.2042,11.3220,-1.2335,10.8020
10.6750,7.8708,7.8720,0.7061,-0.8852,1.8730
0.1906,0.4183,11.9080,10.6450,11.9260,11.1680
1.1717,9.9908,10.8600,8.9154,6.5576,0.3915
-0.9605,-0.0643,-0.0887,13.2150,-3.4653,-2.4495
-0.2308,7.2390,8.1001,3.5529,-0.4764,10.4680
12.1170,10.8650,-0.7548,8.3021,12.5700,-0.2608
8.9648,2.1997,1.1252,11.7950,9.8992,12.1710
8.7137,11.1570,9.7362,0.2318,10.9840,9.2654
-2.0026,1.2591,9.0763,12.2770,11.2030,9.2078
3.8841,-1.3894,-3.2223,-0.8267,-0.6597,0.4515
-0.3482,2.1537,0.8330,-0.8408,-0.6559,11.7460
12.1220,2.0640,10.1970,-0.8044,9.1355,11.7880
7.9664,10.0370,9.9945,0.5230,9.8946,-3.7328
14.4660,-1.3200,1.5776,0.5875,-2.3721,0.1999
-1.2091,9.6813,9.8025,0.2478,9.7796,9.3597
-2.5192,10.4740,12.2420,11.9400,9.7747,1.9283
-1.3888,6.9547,1.4431,11.3340,0.7432,0.4026
3.2402,10.0960,10.9850,1.8947,10.0750,-1.2286
9.0960,1.0966,-1.4863,10.4320,10.9120,-0.0069
11.1170,-1.2512,10.7710,9.8315,11.8240,6.1267
13.3590,1.6160,11.0960,11.3440,11.8010,-1.4839
0.0264,0.3497,2.2788,2.0955,1.7894,10.8290
0.5508,0.6637,0.9866,10.3870,11.9830,8.1873
0.2794,9.4020,-0.6844,0.1869,1.9087,0.5376
0.7342,1.3706,-2.0507,0.9768,12.3160,0.3535
-0.2412,1.2175,1.3272,9.8305,11.7390,0.2461
-0.7983,12.6510,11.5200,-1.2506,10.6410,0.2519
9.0775,10.9650,10.1270,10.5770,2.0595,12.0580
13.8610,-1.5862,0.3718,-0.1894,-0.9833,1.6020
10.0070,12.5310,10.2240,-0.0095,9.8275,8.6235
0.8480,-1.3260,0.5566,-0.6826,11.4030,-3.0340
0.1226,10.2410,10.5960,1.1133,0.7855,8.8551
2.7350,0.2375,-2.0369,8.2544,10.5090,10.1910
-1.6070,2.7498,1.1621,10.1860,0.2216,-0.2380
9.8256,12.0060,10.1350,8.0007,0.0502,1.8078
10.9900,11.5370,9.3835,-1.2654,-1.5273,8.1533
-0.0468,-1.1196,1.5716,12.1070,-2.1135,11.0170
1.7005,9.5419,-0.5911,9.5123,12.3090,11.4420
4.4054,0.0098,9.3850,1.0396,-0.6501,0.7847
0.0038,0.8386,10.0150,12.8580,3.9047,8.7024
-0.6523,12.2370,-0.7640,-0.6850,-0.5457,0.5418
9.5322,11.0230,1.0227,-3.2492,9.5520,-0.1112
12.5510,1.0010,9.3346,9.3796,9.6666,9.4230
9.4252,-0.3953,8.7873,8.7327,-0.5611,-4.1292
-0.5853,-1.6675,0.2936,-0.4004,-0.7165,-3.7023
10.6520,9.9568,1.1312,3.7637,10.0800,-0.6188
-2.8454,1.9512,10.9360,0.8004,2.0516,0.5564
-1.7791,8.6090,9.2165,9.0119,10.2620,10.2310
0.2818,11.0500,10.9760,9.7113,2.5386,9.5202
10.7750,10.4940,9.9241,-0.6618,1.7924,9.1099
-0.1602,-1.7827,10.0960,-0.0929,1.1653,-4.6915
12.0780,8.1944,9.6497,4.3245,-2.8253,10.5590
10.3250,11.6030,-1.6829,-3.3781,-3.1726,7.4453
10.7680,0.8308,-0.6489,-0.3695,0.8937,9.4660
8.5901,10.6620,7.8677,0.9180,2.0748,10.1250
-1.0368,-2.1073,8.4845,0.5404,0.2530,10.2750
3.4510,1.4361,7.3736,1.7423,0.7532,1.2826
9.3261,8.3872,11.3200,10.9770,11.6530,9.0809
0.1400,6.5744,1.2536,-0.1064,-1.0930,0.8942
-0.9356,9.5407,2.7197,-0.1615,8.3419,10.1780
11.0070,-0.8659,9.3477,0.1425,8.1956,7.7086
1.3256,10.9820,-1.3673,0.2636,11.8920,10.2870
8.6323,12.2420,10.3990,-0.2736,-2.8699,-1.7626
-2.6773,-1.1050,-3.6815,9.4294,0.7934,0.8557
11.5100,0.3980,-0.2024,7.7375,1.2841,-1.4556
-2.3723,11.4920,2.8515,10.1630,0.7801,10.6740
0.8409,10.4050,9.7718,0.9020,10.9790,9.3050
-1.7856,11.1450,-1.2386,1.9898,-2.7558,8.5231
11.1650,10.9800,10.0620,11.2060,-1.9180,9.6094
14.4810,10.7410,11.0300,1.0861,9.2857,2.6275
-0.5388,1.9314,0.6532,10.0440,7.4273,1.2577
0.0331,1.3756,3.5473,9.6890,0.3765,9.0589
10.5200,6.4621,0.8845,12.1360,6.6619,10.2210
-2.0350,6.4467,0.2263,8.7004,0.0068,9.4954
6.7260,-3.0193,10.8160,1.4507,7.3529,6.4079
8.4888,5.1654,8.6698,9.9917,0.9640,11.9250
6.9126,11.3410,1.8840,1.6002,0.4300,9.8753
1.3572,10.6730,-0.7552,0.6302,8.6480,10.0050
1.9192,-1.4842,-2.9076,2.3398,1.1274,7.1474
-3.6584,10.6040,12.3500,8.7683,8.8328,0.6891
8.9528,6.7070,11.2820,1.7516,9.7519,0.7003
7.5081,2.7979,-1.5422,-2.3597,-1.1302,12.2300
2.7020,10.0580,10.4350,1.1341,-0.7353,-0.4420
2.5364,1.5758,12.2590,1.2066,0.2459,8.9327
0.5738,-0.6703,-1.8495,1.0616,1.2190,7.3833
2.4442,8.4147,10.1670,0.4665,-0.6574,0.6184
9.8157,1.0048,1.1481,-0.4624,1.3742,0.6680
0.4517,0.5464,0.3782,2.0667,9.7675,10.2230
1.8823,7.8184,8.9819,-1.5411,9.3926,10.4980
7.3041,10.2030,-1.5470,0.8243,-0.7350,-0.1965
0.5752,3.0428,7.4465,9.3952,0.0999,9.0566
9.1172,8.9954,9.7729,8.4453,11.3770,10.8240
11.2110,11.1590,7.9692,11.0540,9.9596,1.5718
-0.1488,8.9559,10.0750,7.5987,0.7541,12.2130
1.1074,9.8018,0.2667,9.5430,8.2436,0.5982
10.6120,0.6421,8.3630,10.2260,-0.5542,-1.5799
-0.6632,8.0198,0.3727,1.2098,0.8704,10.2850
9.9574,2.3174,-0.1811,-1.3742,10.6100,-3.9064
2.4971,0.3665,6.4583,-0.0722,9.7899,9.0016
11.7160,-2.0166,0.3133,8.8197,-0.2085,-0.8901
-0.4746,0.7127,-1.1338,1.7597,7.9793,0.5042
0.0299,4.1108,0.5207,9.1496,9.6443,3.1374
1.5709,12.0820,0.3082,-0.6654,2.4448,8.5781
1.8299,10.1640,1.0499,9.9784,-1.8844,-0.2533
2.1165,-0.7148,9.7596,10.6870,-0.9754,6.5360
0.2920,12.0200,10.5770,0.0385,10.4130,0.0526
8.6739,0.8938,8.7221,8.2872,10.7890,-2.0485
12.5100,9.0523,0.4088,-1.1694,9.9820,-0.3137
9.2248,8.8644,0.3014,1.6669,0.5081,2.0493
-1.1973,10.1360,0.0372,0.3053,-1.3536,8.6513
8.4171,5.6343,1.5649,10.8630,7.4830,-1.2995
8.3179,-2.9372,10.8970,0.2090,9.0436,0.1379
0.6008,11.2410,10.7240,0.3068,12.7090,-3.5809
-1.4736,1.5294,-1.5946,1.0852,12.2360,10.6940
-0.6884,-0.9728,12.1990,8.5273,10.5320,1.0803
-1.2880,12.2380,-0.8388,12.3710,-0.2871,10.2620
0.0145,0.1467,9.2180,12.0120,1.0104,-1.6274
10.9020,9.0532,1.7202,9.5544,8.3192,10.9900
8.5188,-1.4569,10.2930,7.2648,11.3290,12.0130
2.1717,10.5930,12.1000,10.8540,10.1470,8.8615
1.8237,0.6884,9.3351,9.1125,-0.6225,-0.4908
9.1988,-0.2680,9.2293,11.6960,10.2140,9.9616
8.7105,-1.6274,11.2620,9.7036,-0.3585,-2.3992
-1.3238,9.5417,-0.5485,11.8700,11.0480,3.0389
-4.7615,-2.2280,9.0452,-1.3844,8.8955,10.1940
8.5246,12.8040,7.4879,7.2259,-0.4451,11.6350
8.9740,-0.9720,0.9014,8.0786,-0.7113,11.1130
-1.2850,8.2953,9.0535,-0.6186,1.1011,0.1969
2.6562,10.1490,-0.2856,-0.9352,10.6720,9.5377
3.1094,0.2025,7.6917,-3.7931,8.8638,10.3010
9.6918,12.2970,13.5450,11.3280,10.4050,-3.3310
10.5040,-3.2963,11.5710,9.9021,6.9215,-2.0140
-1.8544,2.1643,0.7564,-5.0899,1.3636,11.1310
-1.8826,0.5029,8.5872,1.6901,12.5500,-0.6045
-0.9635,0.7624,7.5595,9.9496,10.1210,-0.5739
10.1030,13.1460,0.1913,9.0190,8.5207,6.8167
-0.6198,11.8630,13.0570,9.8504,-0.2059,3.6285
-2.2740,-0.1455,11.0430,10.6520,11.6820,0.0683
10.2440,-1.6133,-1.8778,-0.4710,9.1089,8.8324
10.2440,7.8301,-3.4078,1.3071,-3.8060,9.5972
11.1440,1.9699,10.3410,0.6308,-0.4195,-0.9921
3.5553,1.2767,0.5080,9.4330,-0.8106,10.4900
2.4554,8.5336,9.4396,11.6170,1.7805,0.8521
8.2813,2.0827,-0.4079,12.9720,-1.1560,0.0367
9.4170,-0.4626,0.0265,7.9322,11.3120,12.0760
-1.1819,-0.9251,0.4930,12.5530,13.0120,12.7860
-2.9673,9.5313,12.9260,12.4670,11.5170,1.7561
0.0030,0.6794,10.9380,8.9409,10.6220,0.1533
-1.6306,9.0993,0.3170,2.0834,8.8786,-0.3302
2.2659,10.3770,2.5354,10.4290,14.2850,11.7940
11.1840,-2.2665,9.1024,0.0331,13.5670,1.0169
2.4099,8.1349,8.9533,6.6899,9.8177,7.5280
8.4418,7.2777,8.5138,0.1626,2.3086,0.4449
-0.7417,1.8110,11.8380,2.3397,0.7088,8.9329
8.5676,11.0180,-0.0529,0.3318,0.5176,11.1000
12.1990,8.3793,8.8038,0.7460,9.2743,11.4880
4.6232,0.2652,8.3677,-0.6797,12.6050,8.1192
-0.1302,10.4060,13.4640,11.4890,1.4156,1.6147
10.1010,12.2420,9.7671,11.8550,7.0643,1.1396
2.2364,8.0107,-0.6967,10.7120,1.0623,8.4500
-0.9045,11.6550,-1.6849,-0.2597,8.9439,1.1775
0.0599,10.4950,0.3602,0.2597,-1.3396,9.1434
10.1080,8.9063,1.6149,11.1500,0.4759,8.0740
-0.8528,-2.8027,1.0445,1.6001,0.2058,-1.8272
10.8580,-0.9802,-1.4103,10.0690,11.0970,2.0139
0.0018,10.6230,0.5138,9.1893,1.3327,1.3689
2.5782,9.2758,8.0458,-3.8559,9.8741,12.8090
0.0416,10.6530,8.1379,-0.3538,8.6175,-1.4425
8.8929,-1.4395,9.9370,12.8900,-1.1713,7.0568
8.2749,11.3090,1.8080,-1.4018,7.6809,9.9276
14.8860,10.0580,-1.2432,9.4664,-0.4751,7.9501
9.0423,-2.6989,2.0589,10.7240,1.9590,9.2587
-1.5635,4.0044,9.9442,1.0535,-1.7930,11.7980
2.2599,11.5190,10.2770,10.5030,-0.0835,0.6015
11.7640,10.2420,0.0944,-0.1934,9.7911,2.3002
9.7820,-0.4015,0.7531,-1.2093,10.2980,10.0900
8.8695,8.8592,8.7344,9.6409,8.1141,1.1339
11.3550,2.2934,1.7499,0.6412,9.4626,-0.9740
8.6989,2.8953,8.5472,9.5476,0.3858,0.5892
11.5320,9.0830,2.0987,-2.4460,9.0019,7.8549
-1.3494,11.1430,-3.2546,2.8567,-1.5082,12.0320
-1.7477,8.1516,13.4590,11.8200,-1.9930,9.1490
-0.4955,9.8473,9.5949,11.5640,-0.2461,9.4044
8.8566,8.6724,-0.6487,0.8949,10.0870,10.6260
-0.8050,0.3559,1.0673,0.8723,9.6279,7.3675
-2.6053,11.1770,9.5593,12.8230,7.9013,0.0480
0.5024,10.8000,12.2070,12.6540,12.8980,0.2621
4.2198,8.2963,2.1458,9.0259,10.1510,-1.3083
-1.0479,2.3412,10.5240,-2.3636,2.2072,7.2326
1.5789,8.7282,10.9490,10.2510,13.2340,10.5060
8.2324,10.0670,8.1776,10.5890,12.2520,6.3037
1.6344,11.7040,12.1830,-1.4773,8.6361,1.1241
1.4442,-0.5238,3.3555,0.8397,6.2514,11.3290
0.2096,0.7728,8.9571,-0.2609,8.9550,12.5560
-1.6229,1.6933,11.6090,11.4010,10.5460,9.7222
-0.7237,8.3905,1.1676,-2.5420,10.7470,10.4840
1.2160,1.9145,9.1223,11.3750,7.0678,7.7882
9.6182,10.1140,10.2630,-2.2681,-0.0152,10.3490
0.6678,0.7252,-2.0960,-1.0947,8.7645,8.5173
0.3405,0.4574,8.2705,-2.0357,9.4140,-0.0369
9.7937,11.0840,1.0752,10.4230,10.5130,-0.2846
9.4342,13.0010,2.3323,-2.2779,9.8468,12.7100
8.4025,10.0890,11.8200,8.8926,10.4410,10.9410
10.2420,-1.4417,-0.3154,4.5585,-1.4666,1.4739
8.7988,0.6488,-0.2110,12.4080,10.2900,11.8980
11.1860,-0.3189,2.1390,12.3980,8.0380,9.5326
-0.5408,-3.2425,0.3767,-0.3639,8.6270,8.4331
10.6900,0.6526,0.9865,10.8730,-0.6386,-0.5627
-0.2586,7.5921,0.0555,9.7618,-0.6298,-0.8853
9.8094,1.7112,0.6190,7.5060,8.3294,8.7112
2.9761,-0.6258,12.5390,0.0338,-1.1482,1.3886
-2.1627,9.9439,11.8900,11.4590,6.0984,10.7330
0.7015,1.2355,7.6235,1.3524,1.3936,12.8110
11.1620,-1.2264,9.9466,-1.9071,9.0502,11.6540
-0.7457,-0.7018,-0.8618,-2.0332,10.7740,7.8617
10.7070,2.5433,10.1220,7.5234,10.7420,10.0740
1.0782,12.7210,10.2990,9.1813,10.4720,1.8406
1.6266,0.9867,-1.9835,-1.6943,-0.8892,8.9833
-3.9126,-1.5102,9.3893,9.4164,13.1780,12.3440
9.5255,1.9335,1.9335,11.1790,12.6620,1.4255
9.9212,-0.1984,11.9570,-1.9283,9.6069,8.6998
-4.4834,6.9027,-1.6062,1.5354,-1.3981,0.9791
0.8055,2.1319,10.3870,-1.7548,1.0114,1.1388
1.2371,1.0154,7.9221,1.2889,-1.2989,-0.7008
0.6751,-1.0521,-0.7456,2.5586,-0.0047,10.9320
1.4686,-1.2824,5.7820,11.0000,2.1630,11.4560
-0.8393,-0.2609,8.4783,10.3320,-1.2753,0.2175
11.0990,3.1701,1.1444,-3.2556,12.5360,9.7673
10.1810,12.3620,1.1106,-0.2359,8.1086,10.9380
3.1802,-4.2013,3.0116,-1.1044,-1.4792,13.5850
-0.6383,1.7743,10.3120,10.4250,-0.9881,1.1540
0.4654,12.5520,9.7668,2.3063,10.1730,1.3774
11.7270,10.5230,0.4094,7.7903,-0.2536,10.8810
-1.7687,12.5520,-0.5426,-0.9945,-2.0968,-0.5079
3.8531,-0.7964,8.1776,9.9816,11.8470,-0.5160
-1.2616,9.5382,11.2260,-1.3259,-0.1832,-0.7470
-1.2298,-1.2636,1.6691,11.4280,-1.0406,9.8632
4.4714,8.1203,2.0491,9.8569,8.0849,8.7487
10.5890,7.3085,11.9260,-1.0138,-0.3402,-0.2618
13.8950,2.7376,-0.7784,0.5652,10.4300,0.5425
-0.0456,0.0680,0.1585,-0.1203,-2.0705,9.9939
1.2055,-2.6881,8.1758,11.1050,-2.7906,-0.0507
10.8280,8.5921,11.5090,10.0750,11.9090,8.3227
11.4230,9.9236,-0.6419,12.3980,0.0081,0.1032
-0.2036,1.1291,2.6919,9.5136,0.2908,8.5504
7.7487,-2.4110,8.0041,7.7429,10.4330,8.9779
9.2411,-1.8812,10.8690,11.9670,9.4944,0.2103
-0.2558,10.5930,-2.9470,0.5087,-0.5750,-2.9838
0.5899,0.3604,-1.8349,10.0730,10.9330,0.2374
12.1400,-0.5393,8.5464,8.3333,1.2889,11.1480
11.5810,-2.7917,13.0110,10.5310,0.6552,9.8972
-1.6698,-0.3414,9.3875,-0.3451,0.2881,0.5170
8.7878,0.6258,1.2910,0.6659,7.4065,8.6685
-0.2019,-1.5622,-1.2315,10.1980,9.2572,-0.8063
-0.1084,10.7470,1.7276,-1.4831,10.7060,7.4957
6.3904,-4.1894,10.0830,8.6609,8.8446,-2.1496
13.4510,9.5352,11.8210,-0.7179,0.8059,10.1260
6.8536,0.7816,-1.1974,13.2200,-0.5751,11.3390
1.9129,11.0990,7.1145,7.9843,-2.1547,1.4684
7.5168,11.4470,-1.0207,2.0262,11.0760,8.6187
2.3886,11.0230,11.6440,1.6030,4.3212,12.2910
2.3443,3.1620,-1.5137,10.9930,10.0560,10.0550
1.1503,0.3120,0.2199,-0.5946,-0.7011,-1.9949
2.3456,10.0070,11.6840,8.8641,10.1110,6.0075
0.2834,-0.0774,9.8004,-0.0918,-1.2347,0.4394
10.2140,-2.0407,-1.2746,3.1453,11.6920,9.7672
9.5946,-1.3198,9.6884,-2.5753,-2.2789,9.5903
10.6500,11.5130,0.5977,9.5070,-1.0700,11.7960
8.8029,12.2640,0.0188,12.0340,8.9688,10.3790
12.6740,-1.7817,-0.5497,-2.7265,7.8355,9.6408
13.3070,-0.4354,-0.8053,9.3583,-0.3834,9.0831
0.9426,9.7595,0.6803,10.5560,0.6240,1.0682
-1.6355,8.6037,1.0714,13.0390,-0.7318,10.9830
0.3772,-4.6757,7.9846,10.2260,-2.6944,2.3675
0.3370,-1.4423,-1.5071,1.0660,1.7593,-1.1068
0.2157,-0.6840,11.3520,9.0445,-0.7746,1.3172
0.4989,10.2400,11.4670,9.4955,10.7050,10.6290
14.1430,0.7393,8.9137,9.0508,8.5405,10.8060
9.8579,-2.1999,0.8773,-0.5983,11.7260,3.2114
8.2454,8.5630,0.1580,14.6160,-0.7938,8.7800
10.8710,1.7004,1.8921,10.7170,0.2195,2.9409
-1.5690,2.8351,1.1506,-1.0200,10.0240,10.5410
1.3534,9.7779,0.8471,-0.0266,8.8449,-1.4159
9.9082,9.0689,10.8150,11.2070,8.0424,-0.5255
8.9913,-1.5466,-2.4739,13.7380,10.6680,-1.0527
-0.7231,-0.0070,-2.8326,-1.2049,-0.5868,-1.3063
-0.5715,4.3000,2.7672,9.3610,0.8077,3.5591
8.5728,2.6706,9.8044,-0.4614,-2.3776,8.7190
10.7130,11.1290,-0.4461,9.9228,-1.9822,8.9595
0.8114,-1.5172,7.5107,0.6703,-4.1655,-1.9859
7.1145,0.9265,7.5168,2.2179,9.5409,-1.1933
11.3610,15.0110,-0.2714,1.1620,1.8206,9.4191
9.4772,11.8630,1.9818,13.8060,-0.6489,0.3823
1.2267,9.9936,8.2189,8.4786,1.4116,-0.6870
9.6763,1.2650,-2.6171,1.5008,1.2124,9.4567
9.7307,-1.6359,11.1190,1.4891,-0.0209,8.7722
-1.2304,9.9249,1.5080,-1.3162,-1.6477,-0.4898
4.3364,10.6890,9.8826,0.0725,0.8000,11.9300
-1.2341,13.1850,11.0500,10.0600,7.6576,-1.5670
12.1390,10.9800,-0.9435,-0.1331,10.8670,8.7261
-0.4749,-1.5209,8.6613,9.7947,10.9970,0.9331
10.9150,9.5412,1.9172,-3.6101,1.5169,0.5419
9.8269,8.8288,8.8552,-0.7508,8.2266,1.7994
0.4217,10.3490,-0.8709,10.1750,0.5571,9.9082
13.6760,12.1570,0.0430,12.2130,0.5973,0.6822
10.1090,9.7765,0.8603,13.0190,2.6424,-0.0430
1.7616,1.1232,0.9414,9.7929,-0.4531,9.8427
11.8590,3.1262,0.4455,8.1075,13.0060,-0.5573
8.8520,-0.7947,7.9664,11.6340,5.2511,0.5780
1.2805,8.8092,-0.2343,10.7490,8.1933,7.5185
-0.2810,10.6670,8.8305,-0.3513,7.6500,-1.3164
-1.3180,7.6869,3.0451,10.0300,9.4533,-1.6775
10.8330,9.4483,8.9904,10.1350,13.4650,1.1016
9.5490,-0.1304,10.0280,9.2746,8.8573,9.7273
10.9080,10.6690,2.0913,11.9690,10.3050,0.9399
10.5390,0.2098,9.6311,10.6590,8.3634,1.7825
8.3832,9.1357,1.5350,10.4990,-4.3495,1.9981
12.1030,2.5810,0.8113,10.5860,-1.4194,-0.8076
9.7733,-0.4726,10.9340,10.9010,0.1765,1.6109
2.3917,9.5270,10.0630,8.9752,-0.5936,12.9090
-0.1802,-0.5357,10.1620,13.4040,12.9100,2.1182
8.3717,7.0910,0.2643,-0.6390,9.9461,13.3000
9.6859,-1.3278,13.5780,9.5475,11.1540,13.0850
-0.8048,0.6641,9.1743,0.0611,11.3730,-0.7736
9.0465,11.8240,10.8030,-1.8773,-1.3285,10.3330
13.1130,0.3422,10.1580,9.4830,9.2698,10.3230
9.8881,9.7048,3.1144,-2.0403,-0.0080,10.4310
0.9720,-2.3685,10.0940,12.0740,8.6634,8.9544
8.3269,1.8026,8.9899,9.9377,8.0996,-0.1805
-1.6554,1.8242,10.0290,-1.6053,10.9740,-3.3576
-0.6900,0.5312,-3.1084,8.6848,-2.3921,-0.4816
0.0792,7.6849,-1.7055,1.3341,11.0340,0.8935
9.1243,6.3583,10.0850,-1.7045,2.2330,1.0293
9.0369,-0.2271,-0.3234,11.3750,-1.8463,8.6603
1.5533,-1.8974,2.6236,-1.3829,10.3880,-2.6913
11.0870,0.3676,-2.4325,0.1538,0.8131,-1.0134
8.9468,1.4739,12.3660,8.8266,2.1585,11.7400
-1.6971,10.0720,10.5700,12.4600,4.0996,0.5862
9.4606,0.6496,-1.5492,0.0486,2.0230,10.5990
-1.0417,8.2188,8.1838,13.4760,9.5062,-1.4419
-1.1365,8.4991,-0.6207,0.2196,10.6170,11.5830
10.7010,9.8337,11.1110,11.3000,-1.9119,6.6699
10.1190,11.9840,10.0910,11.3400,0.4725,10.3770
0.8223,1.5954,-0.1094,0.4795,9.3458,5.4805
2.0450,9.0164,8.8550,1.7851,-0.3411,11.5210
8.1652,-1.9112,0.0924,7.9906,0.7987,0.4866
-4.3317,11.1610,-1.2592,1.2100,0.7524,3.7028
-1.0618,12.2770,-3.0918,11.3360,8.5764,11.7830
10.3830,1.5958,0.3740,1.8366,11.2730,12.0920
-1.0022,1.0296,0.9500,11.0160,-0.6389,2.4521
-2.9043,9.0294,11.4740,7.9995,0.0454,13.9820
9.3001,2.0125,0.8955,-1.2152,8.9167,9.7821
0.0715,9.9228,0.2218,11.0450,-0.8972,12.9080
8.5310,7.4934,9.9681,2.5633,12.2960,-1.3936
-0.5256,-4.7164,-0.2541,7.9336,-1.9662,-2.0846
-1.3831,11.9730,2.4318,9.2794,10.4650,-0.4975
-1.7226,-1.2582,4.2909,8.4697,10.5650,1.0019
8.2339,10.5140,10.2940,-0.4864,0.1715,11.0000
-1.1444,12.7350,11.9960,-1.1242,-1.2092,11.3070
-1.3266,8.3503,10.8920,10.7170,8.8093,11.9950
-1.5902,9.4055,1.7137,-1.4036,-2.7030,-1.1158
1.5581,6.7144,-1.1167,4.2028,12.2350,-0.5475
11.0210,11.4260,11.9250,-0.1409,-1.0903,11.6490
1.6293,10.2810,11.1160,12.4460,1.4333,2.3577
8.6446,-2.1582,3.6566,10.9850,-1.0319,13.5410
9.1710,1.4275,-2.3522,1.0267,10.0370,8.9303
10.7700,1.2176,0.8728,-0.4857,0.2664,2.1377
-1.0544,9.1331,7.3497,8.4248,10.7990,9.5372
-1.1174,0.9228,-0.8496,10.5070,0.1989,11.1590
0.5531,3.1847,11.4850,9.9256,7.6600,-0.7272
-0.3553,7.5027,1.3400,11.4440,2.2177,11.7110
1.5163,10.5670,1.0992,7.8701,7.7846,8.8554
6.8752,1.7155,11.4670,8.6371,9.2856,-1.5115
10.8290,8.5788,11.7380,9.3095,-0.9340,-1.3309
11.2340,9.5597,8.6582,8.9577,9.4606,9.5592
10.6250,7.7460,8.8627,-2.1537,-0.0642,-2.7320
-0.1825,0.2565,11.6700,12.5100,7.4778,1.4776
-1.5996,10.6420,7.7762,0.7758,2.0832,9.8440
9.9419,-1.2224,1.8536,1.6523,9.5620,10.2720
-0.4806,0.7025,0.8417,9.6494,-1.3218,8.8412
14.4840,1.5064,-1.8051,0.3126,11.5060,-0.5905
0.7146,-3.9094,1.6612,6.9204,10.1360,11.2300
0.5117,-1.8580,0.9544,0.8897,8.9060,10.5770
9.9333,7.6076,-0.9680,1.2921,10.5070,1.3945
-2.5890,1.5053,-4.1224,7.5397,1.1770,9.8291
